OBJECTID_1,GEOID,STATE,STUSAB,STATE_NAME,COUNTY,NAME,B25002EST1,B25002EST2,B25002EST2_PCT,B25002EST3,B25002EST3_PCT,B25009EST2,B25009EST2_PCT,B25009EST3,B25009EST3_PCT,B25009EST4,B25009EST4_PCT,B25009EST5,B25009EST5_PCT,B25009EST6,B25009EST6_PCT,B25009EST7,B25009EST7_PCT,B25009_OWNOCC_6PLUS,B25009_OWN_6PLUS_PCT,B25009EST10,B25009EST10_PCT,B25009EST11,B25009EST11_PCT,B25009EST12,B25009EST12_PCT,B25009EST13,B25009EST13_PCT,B25009EST14,B25009EST14_PCT,B25009EST15,B25009EST15_PCT,B25009_RENTOCC_6PLUS,B25009_RENT_6PLUS_PCT,B25009_TOT_1,B25009_TOT_1_PCT,B25009_TOT_2,B25009_TOT_2_PCT,B25009_TOT_3,B25009_TOT_3_PCT,B25009_TOT_4,B25009_TOT_4_PCT,B25009_TOT_5,B25009_TOT_5_PCT,B25009_TOT_6PLUS,B25009_TOT_6PLUS_PCT,B25037EST3,B25041EST2,B25041EST2_PCT,B25041EST3,B25041EST3_PCT,B25041EST4,B25041EST4_PCT,B25041_3PLUS_BDR,B25041_3PLUS_BDR_PCT,B25021EST1,B25021EST2,B25021EST3,B25024EST2,B25024EST2_PCT,B25024EST3,B25024EST3_PCT,B25024_2TO4,B25024_2TO4_PCT,B25024_5TO19,B25024_5TO19_PCT,B25024_20PLUS,B25024_20PLUS_PCT,B25024_OTHER,B25024_OTHER_PCT,B25032EST2,B25032EST3,B25032EST3_PCT,B25032EST4,B25032EST4_PCT,B25032_OWN_2TO4,B25032_OWN_2TO4_PCT,B25032_OWN_5TO19,B25032_OWN_5TO19_PCT,B25032_OWN_20PLUS,B25032_OWN_20PLUS_PCT,B25032_OWN_OTHER,B25032_OWN_OTHER_PCT,B25032EST13,B25032EST14,B25032EST14_PCT,B25032EST15,B25032EST15_PCT,B25032_RENT_2TO4,B25032_RENT_2TO4_PCT,B25032_RENT_5TO19,B25032_RENT_5TO19_PCT,B25032_RENT_20PLUS,B25032_RENT_20PLUS_PCT,B25032_RENT_OTHER,B25032_RENT_OTHER_PCT,B25036_OWN_2KPLUS,B25036_OWN_2KPLUS_PCT,B25036_OWN_80TO99,B25036_OWN_80TO99_PCT,B25036_OWN_50TO79,B25036_OWN_50TO79_PCT,B25036_OWN_49MINUS,B25036_OWN_49MINUS_PCT,B25036_RENT_2KPLUS,B25036_RENT_2KPLUS_PCT,B25036_RENT_80TO99,B25036_RENT_80TO99_PCT,B25036_RENT_50TO79,B25036_RENT_50TO79_PCT,B25036_RENT_49MINUS,B25036_RENT_49MINUS_PCT,B25036_RENT_80MINUS,B25036_RENT_80MINUS_PCT,B25036_TOT_2KPLUS,B25036_TOT_2KPLUS_PCT,B25036_TOT_80TO99,B25036_TOT_80TO99_PCT,B25036_TOT_50TO79,B25036_TOT_50TO79_PCT,B25036_TOT_49MINUS,B25036_TOT_49MINUS_PCT,B25068EST2,B25068EST2_PCT,B25068EST4,B25068EST4_PCT,B25068_0BDR_200TO499,B25068_0BDR_200TO499_PCT,B25068_0BDR_500TO999,B25068_0BDR_500TO999_PCT,B25068EST9,B25068EST9_PCT,B25068EST10,B25068EST10_PCT,B25068EST11,B25068EST11_PCT,B25068EST13,B25068EST13_PCT,B25068_1BDR_200TO499,B25068_1BDR_200TO499_PCT,B25068_1BDR_500TO999,B25068_1BDR_500TO999_PCT,B25068EST18,B25068EST18_PCT,B25068EST19,B25068EST19_PCT,B25068EST20,B25068EST20_PCT,B25068EST22,B25068EST22_PCT,B25068_2BDR_200TO499,B25068_2BDR_200TO499_PCT,B25068_2BDR_500TO999,B25068_2BDR_500TO999_PCT,B25068EST27,B25068EST27_PCT,B25068EST28,B25068EST28_PCT,B25068EST29,B25068EST29_PCT,B25068EST31,B25068EST31_PCT,B25068_3PLUSBDR_200TO499,B25068_3PLUSBDR_200TO499_PCT,B25068_3PLUSBDR_500TO999,B25068_3PLUSBDR_500TO999_PCT,B25068EST36,B25068EST36_PCT,B25068EST37,B25068EST37_PCT,B25056_500MINUS,B25056_500MINUS_PCT,B25056_500TO599,B25056_500TO599_PCT,B25056_600TO699,B25056_600TO699_PCT,B25056_700TO799,B25056_700TO799_PCT,B25056EST18,B25056EST18_PCT,B25056EST19,B25056EST19_PCT,B25056EST20,B25056EST20_PCT,B25056EST21,B25056EST21_PCT,B25056EST22,B25056EST22_PCT,B25056EST23,B25056EST23_PCT,B25056EST24,B25056EST24_PCT,B25058EST1,B25042EST3,B25042EST3_PCT,B25042EST4,B25042EST4_PCT,B25042EST5,B25042EST5_PCT,B25042_OWN_3PLUS_BDR,B25042_OWN_3PLUS_BDR_PCT,B25042EST10,B25042EST10_PCT,B25042EST11,B25042EST11_PCT,B25042EST12,B25042EST12_PCT,B25042_RENT_3PLUS_BDR,B25042_RENT_3PLUS_BDR_PCT,B25097EST1,B25097EST2,B25097EST3,B25123_TOT,B25123_TOT_1,B25123_TOT_2,B25123_TOT_3,B25123_TOT_4,B25123EST3,B25123EST3_PCT,B25123EST4,B25123EST4_PCT,B25123EST5,B25123EST5_PCT,B25123EST6,B25123EST6_PCT,B25123EST7,B25123EST7_PCT,B25123EST9,B25123EST9_PCT,B25123EST10,B25123EST10_PCT,B25123EST11,B25123EST11_PCT,B25123EST12,B25123EST12_PCT,B25123EST13,B25123EST13_PCT,Shape__Area,Shape__Length
3153,48019,48,TX,Texas,19,Bandera,12003,8697,72.46,3306,27.54,7540,86.7,1794,23.79,3710,49.2,1022,13.55,622,8.25,140,1.86,252,3.34,1157,13.3,285,24.63,355,30.68,275,23.77,162,14,28,2.42,52,4.49,2079,23.9,4065,46.74,1297,14.91,784,9.01,168,1.93,304,3.5,1989,501,4.17,1253,10.44,3206,26.71,7043,58.68,5.6,5.7,4.9,8501,70.82,60,0.5,70,0.58,49,0.41,0,0,3323,27.68,7540,5396,71.56,51,0.68,0,0,0,0,0,0,2093,27.76,1157,545,47.1,9,0.78,61,5.27,49,4.24,0,0,493,42.61,2598,34.46,3237,42.93,1270,16.84,435,5.77,260,22.47,537,46.41,279,24.11,81,7,360,31.11,2858,32.86,3774,43.39,1549,17.81,516,5.93,11,0.95,0,0,0,0,11,100,0,0,0,0,147,12.71,0,0,17,11.56,46,31.29,33,22.45,51,34.69,374,32.32,0,0,43,11.5,189,50.53,51,13.64,91,24.33,625,54.02,0,0,72,11.52,83,13.28,261,41.76,209,33.44,149,12.88,117,10.11,117,10.11,54,4.67,125,10.8,49,4.24,92,7.95,33,2.85,70,6.05,0,0,351,30.34,723,129,1.71,537,7.12,1896,25.15,4978,66.02,11,0.95,147,12.71,374,32.32,625,54.02,202000,239900,163400,6760,1895,42,0,0,1516,20.11,31,0.41,0,0,0,0,5993,79.48,379,32.76,11,0.95,0,0,0,0,767,66.29,2750071139,245265.2185
3154,48021,48,TX,Texas,21,Bastrop,30435,26173,86,4262,14,20557,78.54,4035,19.63,7621,37.07,3142,15.28,2994,14.56,1828,8.89,937,4.56,5616,21.46,1950,34.72,1063,18.93,880,15.67,696,12.39,558,9.94,469,8.35,5985,22.87,8684,33.18,4022,15.37,3690,14.1,2386,9.12,1406,5.37,1988,750,2.46,2203,7.24,6475,21.27,21007,69.02,5.7,6,4.7,20401,67.03,419,1.38,1077,3.54,416,1.37,453,1.49,7669,25.2,20557,15082,73.37,280,1.36,98,0.48,0,0,29,0.14,5068,24.65,5616,2746,48.9,139,2.48,881,15.69,352,6.27,331,5.89,1167,20.78,8329,40.52,7388,35.94,3221,15.67,1619,7.88,1422,25.32,2370,42.2,1184,21.08,640,11.4,1824,32.48,9751,37.26,9758,37.28,4405,16.83,2259,8.63,206,3.67,0,0,67,32.52,134,65.05,0,0,5,2.43,759,13.51,0,0,173,22.79,296,39,188,24.77,102,13.44,2141,38.12,106,4.95,85,3.97,541,25.27,1102,51.47,307,14.34,2510,44.69,20,0.8,40,1.59,515,20.52,1661,66.18,274,10.92,716,12.75,532,9.47,386,6.87,451,8.03,416,7.41,410,7.3,1140,20.3,644,11.47,233,4.15,0,0,688,12.25,891,184,0.9,708,3.44,2947,14.34,16718,81.33,206,3.67,759,13.51,2141,38.12,2510,44.69,199300,214400,166900,18907,6623,588,55,0,4470,21.74,277,1.35,22,0.11,0,0,15788,76.8,2153,38.34,311,5.54,33,0.59,0,0,3119,55.54,3109567948,220264.5494
3155,48023,48,TX,Texas,23,Baylor,2601,1621,62.32,980,37.68,1196,73.78,295,24.67,538,44.98,151,12.63,191,15.97,0,0,21,1.76,425,26.22,225,52.94,112,26.35,13,3.06,33,7.76,21,4.94,21,4.94,520,32.08,650,40.1,164,10.12,224,13.82,21,1.3,42,2.59,1961,84,3.23,211,8.11,753,28.95,1553,59.71,5.7,5.9,4.5,2236,85.97,23,0.88,95,3.65,0,0,10,0.38,237,9.11,1196,1078,90.13,14,1.17,0,0,0,0,0,0,104,8.7,425,302,71.06,9,2.12,95,22.35,0,0,10,2.35,9,2.12,52,4.35,151,12.63,707,59.11,286,23.91,0,0,83,19.53,216,50.82,126,29.65,342,80.47,52,3.21,234,14.44,923,56.94,412,25.42,20,4.71,12,60,8,40,0,0,0,0,0,0,106,24.94,23,21.7,83,78.3,0,0,0,0,0,0,143,33.65,0,0,47,32.87,73,51.05,0,0,23,16.08,156,36.71,0,0,8,5.13,85,54.49,16,10.26,47,30.13,238,56,72,16.94,40,9.41,5,1.18,0,0,0,0,0,0,0,0,0,0,0,0,70,16.47,378,33,2.76,38,3.18,284,23.75,841,70.32,20,4.71,106,24.94,143,33.65,156,36.71,69100,,64500,1249,357,15,0,0,214,17.89,0,0,0,0,0,0,982,82.11,143,33.65,15,3.53,0,0,0,0,267,62.82,3374036059,232386.008
3156,48025,48,TX,Texas,25,Bee,10723,8499,79.26,2224,20.74,5503,64.75,1341,24.37,1816,33,809,14.7,778,14.14,480,8.72,279,5.07,2996,35.25,1081,36.08,872,29.11,451,15.05,239,7.98,148,4.94,205,6.84,2422,28.5,2688,31.63,1260,14.83,1017,11.97,628,7.39,484,5.69,1976,91,0.85,941,8.78,3420,31.89,6271,58.48,5.3,5.5,4.9,7980,74.42,85,0.79,678,6.32,463,4.32,99,0.92,1418,13.22,5503,4575,83.14,27,0.49,0,0,0,0,0,0,901,16.37,2996,1766,58.95,58,1.94,544,18.16,372,12.42,99,3.3,157,5.24,974,17.7,1472,26.75,2641,47.99,416,7.56,286,9.55,924,30.84,1428,47.66,358,11.95,1786,59.61,1260,14.83,2396,28.19,4069,47.88,774,9.11,0,0,0,0,0,0,0,0,0,0,0,0,454,15.15,103,22.69,76,16.74,271,59.69,4,0.88,0,0,1450,48.4,123,8.48,86,5.93,719,49.59,346,23.86,176,12.14,1092,36.45,21,1.92,27,2.47,290,26.56,566,51.83,188,17.22,821,27.4,108,3.6,254,8.48,293,9.78,392,13.08,115,3.84,504,16.82,79,2.64,44,1.47,22,0.73,364,12.15,751,21,0.38,283,5.14,1137,20.66,4062,73.81,0,0,454,15.15,1450,48.4,1092,36.45,88700,119000,76500,6295,2046,158,0,0,984,17.88,49,0.89,0,0,0,0,4470,81.23,1062,35.45,109,3.64,0,0,0,0,1825,60.91,2958507154,265729.408
3157,48027,48,TX,Texas,27,Bell,142110,125747,88.49,16363,11.51,67893,53.99,13816,20.35,26362,38.83,10223,15.06,9569,14.09,4961,7.31,2962,4.36,57854,46.01,20047,34.65,15504,26.8,9086,15.71,6913,11.95,4295,7.42,2009,3.47,33863,26.93,41866,33.29,19309,15.36,16482,13.11,9256,7.36,4971,3.95,1989,2265,1.59,13581,9.56,27990,19.7,98274,69.15,5.4,6.1,4.4,91352,64.28,6262,4.41,16033,11.28,13301,9.36,6001,4.22,9161,6.45,67893,62603,92.21,763,1.12,286,0.42,10,0.01,73,0.11,4158,6.12,57854,21886,37.83,2943,5.09,13904,24.03,10822,18.71,5060,8.75,3239,5.6,30641,45.13,19103,28.14,15459,22.77,2690,3.96,17500,30.25,21285,36.79,17232,29.79,1837,3.18,19069,32.96,48141,38.28,40388,32.12,32691,26,4527,3.6,1489,2.57,8,0.54,215,14.44,953,64,258,20503.56,55,3.69,10355,17.9,476,4.6,1516,14.64,6898,66.62,1397,13.49,68,0.66,18351,31.72,123,0.67,1024,5.58,12715,69.29,4026,21.94,463,2.52,27659,47.81,130,0.47,408,1.48,7401,26.76,18465,66.76,1255,4.54,8361,14.45,6643,11.48,7857,13.58,7200,12.45,7222,12.48,5467,9.45,7830,13.53,3620,6.26,1406,2.43,407,0.7,1841,3.18,769,228,0.34,782,1.15,5301,7.81,61582,90.7,1489,2.57,10355,17.9,18351,31.72,27659,47.81,153500,162500,129300,85596,37780,2316,55,0,13629,20.07,492,0.72,15,0.02,0,0,53757,79.18,24151,41.74,1824,3.15,40,0.07,0,0,31839,55.03,3858465721,258176.6424
3166,48029,48,TX,Texas,29,Bexar,699646,644561,92.13,55085,7.87,377055,58.5,80945,21.47,120702,32.01,66284,17.58,58546,15.53,30508,8.09,20070,5.32,267506,41.5,103575,38.72,69197,25.87,37526,14.03,29584,11.06,16677,6.23,10947,4.09,184520,28.63,189899,29.46,103810,16.11,88130,13.67,47185,7.32,31017,4.81,1986,20657,2.95,102726,14.68,150489,21.51,425774,60.86,5.4,6.3,4.1,455918,65.16,16152,2.31,43809,6.26,98192,14.03,68066,9.73,17509,2.5,377055,352413,93.46,7432,1.97,2722,0.72,1797,0.48,1789,0.47,10902,2.89,267506,79349,29.66,7714,2.88,36209,13.54,82380,30.8,57310,21.42,4544,1.7,113284,30.04,103714,27.51,123023,32.63,37034,9.82,77476,28.96,84922,31.75,83578,31.24,21530,8.05,105108,39.29,190760,29.6,188636,29.27,206601,32.05,58564,9.09,15616,5.84,584,3.74,1010,6.47,8820,56.48,4687,396804.6,515,3.3,83416,31.18,4338,5.2,3608,4.33,49097,58.86,25510,30.58,863,1.03,87975,32.89,2024,2.3,2465,2.8,27646,31.42,52427,59.59,3413,3.88,80499,30.09,695,0.86,1732,2.15,14453,17.95,57211,71.07,6408,7.96,24869,9.3,14067,5.26,27298,10.2,33194,12.41,32666,12.21,28538,10.67,45317,16.94,27009,10.1,16250,6.07,7099,2.65,11199,4.19,888,2044,0.54,5534,1.47,45436,12.05,324041,85.94,15616,5.84,83416,31.18,87975,32.89,80499,30.09,171200,190000,137300,425614,204927,13450,570,0,84938,22.53,2547,0.68,151,0.04,0,0,289419,76.76,119989,44.85,10903,4.08,419,0.16,0,0,136195,50.91,4305232064,327941.9279
3167,48031,48,TX,Texas,31,Blanco,5834,4665,79.96,1169,20.04,3643,78.09,702,19.27,1893,51.96,453,12.43,299,8.21,187,5.13,109,2.99,1022,21.91,367,35.91,356,34.83,100,9.78,105,10.27,91,8.9,3,0.29,1069,22.92,2249,48.21,553,11.85,404,8.66,278,5.96,112,2.4,1982,179,3.07,546,9.36,1031,17.67,4078,69.9,5.8,6.3,4.4,4586,78.61,7,0.12,145,2.49,135,2.31,16,0.27,945,16.2,3643,2930,80.43,7,0.19,0,0,0,0,0,0,706,19.38,1022,551,53.91,0,0,128,12.52,128,12.52,16,1.57,199,19.47,1191,32.69,1414,38.81,519,14.25,519,14.25,330,32.29,206,20.16,304,29.75,182,17.81,486,47.55,1521,32.6,1620,34.73,823,17.64,701,15.03,16,1.57,0,0,0,0,16,100,0,0,0,0,337,32.97,14,4.15,140,41.54,114,33.83,3,0.89,66,19.58,367,35.91,3,0.82,0,0,226,61.58,99,26.98,39,10.63,302,29.55,0,0,15,4.97,72,23.84,118,39.07,97,32.12,212,20.74,85,8.32,92,9,81,7.93,172,16.83,30,2.94,48,4.7,10,0.98,90,8.81,0,0,202,19.77,713,97,2.66,69,1.89,394,10.82,3083,84.63,16,1.57,337,32.97,367,35.91,302,29.55,261300,269500,254500,3608,1024,33,0,0,688,18.89,30,0.82,0,0,0,0,2925,80.29,336,32.88,3,0.29,0,0,0,0,683,66.83,2485260948,204294.792
3168,48033,48,TX,Texas,33,Borden,371,223,60.11,148,39.89,155,69.51,28,18.06,90,58.06,4,2.58,30,19.35,3,1.94,0,0,68,30.49,18,26.47,18,26.47,3,4.41,14,20.59,2,2.94,13,19.12,46,20.63,108,48.43,7,3.14,44,19.73,5,2.24,13,5.83,1985,13,3.5,15,4.04,99,26.68,244,65.77,5.4,5.4,5.3,301,81.13,0,0,5,1.35,0,0,0,0,65,17.52,155,131,84.52,0,0,0,0,0,0,0,0,24,15.48,68,50,73.53,0,0,0,0,0,0,0,0,18,26.47,25,16.13,24,15.48,100,64.52,6,3.87,12,17.65,22,32.35,34,50,0,0,34,50,37,16.59,46,20.63,134,60.09,6,2.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14.71,3,30,0,0,0,0,0,0,7,70,58,85.29,0,0,0,0,8,13.79,3,5.17,47,81.03,11,16.18,0,0,0,0,0,0,0,0,0,0,3,4.41,0,0,0,0,0,0,54,79.41,425,8,5.16,0,0,18,11.61,129,83.23,0,0,0,0,10,14.71,58,85.29,156300,211800,130400,194,21,0,8,0,8,5.16,0,0,8,5.16,0,0,139,89.68,13,19.12,0,0,0,0,0,0,55,80.88,3326399735,230859.8018
3169,48349,48,TX,Texas,349,Navarro,21182,17509,82.66,3673,17.34,12191,69.63,2133,17.5,4718,38.7,1643,13.48,1913,15.69,896,7.35,888,7.28,5318,30.37,1861,34.99,1650,31.03,824,15.49,511,9.61,134,2.52,338,6.36,3994,22.81,6368,36.37,2467,14.09,2424,13.84,1030,5.88,1226,7,1978,357,1.69,1208,5.7,5035,23.77,14582,68.84,5.5,5.9,4.6,15035,70.98,304,1.44,1063,5.02,391,1.85,616,2.91,3773,17.81,12191,9556,78.39,171,1.4,56,0.46,30,0.25,14,0.11,2364,19.39,5318,2893,54.4,89,1.67,843,15.85,275,5.17,544,10.23,674,12.67,3500,28.71,3305,27.11,3773,30.95,1613,13.23,558,10.49,1800,33.85,2439,45.86,521,9.8,2960,55.66,4058,23.18,5105,29.16,6212,35.48,2134,12.19,204,3.84,0,0,74,36.27,129,63.24,0,0,1,0.49,771,14.5,48,6.23,205,26.59,503,65.24,0,0,15,1.95,1756,33.02,108,6.15,206,11.73,1042,59.34,275,15.66,125,7.12,2587,48.65,26,1.01,54,2.09,939,36.3,1089,42.1,479,18.52,1258,23.66,923,17.36,722,13.58,612,11.51,544,10.23,142,2.67,391,7.35,59,1.11,0,0,47,0.88,620,11.66,617,49,0.4,266,2.18,2048,16.8,9828,80.62,204,3.84,771,14.5,1756,33.02,2587,48.65,109700,134100,92200,12220,5023,265,1,0,2667,21.88,148,1.21,1,0.01,0,0,9375,76.9,2356,44.3,117,2.2,0,0,0,0,2845,53.5,3926571282,293811.8526
3170,48351,48,TX,Texas,351,Newton,7402,5124,69.22,2278,30.78,4228,82.51,786,18.59,1929,45.62,682,16.13,577,13.65,171,4.04,83,1.96,896,17.49,234,26.12,176,19.64,195,21.76,116,12.95,141,15.74,34,3.79,1020,19.91,2105,41.08,877,17.12,693,13.52,312,6.09,117,2.28,1984,155,2.09,778,10.51,2327,31.44,4142,55.96,5,5.2,4.1,4099,55.38,395,5.34,65,0.88,9,0.12,41,0.55,2793,37.73,4228,2461,58.21,164,3.88,0,0,0,0,0,0,1603,37.91,896,274,30.58,76,8.48,65,7.25,9,1,41,4.58,431,48.1,1552,36.71,1357,32.1,1102,26.06,217,5.13,87,9.71,431,48.1,278,31.03,100,11.16,378,42.19,1639,31.99,1788,34.89,1380,26.93,317,6.19,38,4.24,0,0,0,0,13,34.21,0,0,25,65.79,123,13.73,4,3.25,18,14.63,21,17.07,0,0,80,65.04,415,46.32,6,1.45,73,17.59,141,33.98,13,3.13,182,43.86,320,35.71,0,0,13,4.06,99,30.94,34,10.63,174,54.38,241,26.9,109,12.17,48,5.36,37,4.13,0,0,0,0,0,0,0,0,0,0,0,0,461,51.45,442,0,0,173,4.09,1028,24.31,3027,71.59,38,4.24,123,13.73,415,46.32,320,35.71,80700,121900,63300,3750,1170,204,0,0,874,20.67,68,1.61,0,0,0,0,3286,77.72,296,33.04,136,15.18,0,0,0,0,464,51.79,3308530734,420952.3593
3171,48353,48,TX,Texas,353,Nolan,7075,5516,77.96,1559,22.04,3748,67.95,983,26.23,1485,39.62,524,13.98,467,12.46,148,3.95,141,3.76,1768,32.05,598,33.82,246,13.91,305,17.25,279,15.78,217,12.27,123,6.96,1581,28.66,1731,31.38,829,15.03,746,13.52,365,6.62,264,4.79,1968,117,1.65,610,8.62,2125,30.04,4223,59.69,5.3,5.6,4.7,5571,78.74,37,0.52,392,5.54,324,4.58,189,2.67,562,7.94,3748,3476,92.74,14,0.37,0,0,0,0,0,0,258,6.88,1768,1083,61.26,19,1.07,232,13.12,173,9.79,189,10.69,72,4.07,246,6.56,728,19.42,1959,52.27,815,21.74,96,5.43,304,17.19,1089,61.6,279,15.78,1368,77.38,342,6.2,1032,18.71,3048,55.26,1094,19.83,45,2.55,0,0,28,62.22,6,13.33,11,708.89,0,0,217,12.27,55,25.35,63,29.03,69,31.8,30,13.82,0,0,769,43.5,44,5.72,135,17.56,465,60.47,51,6.63,74,9.62,737,41.69,52,7.06,22,2.99,188,25.51,296,40.16,179,24.29,620,35.07,267,15.1,176,9.95,135,7.64,152,8.6,47,2.66,92,5.2,12,0.68,10,0.57,4,0.23,253,14.31,546,17,0.45,125,3.34,789,21.05,2817,75.16,45,2.55,217,12.27,769,43.5,737,41.69,80300,112900,62200,4142,1327,47,0,0,683,18.22,36,0.96,0,0,0,0,3029,80.82,644,36.43,11,0.62,0,0,0,0,1113,62.95,3322982306,230340.3548
3172,48355,48,TX,Texas,355,Nueces,150133,130482,86.91,19651,13.09,76550,58.67,16415,21.44,27612,36.07,12746,16.65,10724,14.01,5682,7.42,3371,4.4,53932,41.33,17969,33.32,14154,26.24,8951,16.6,7451,13.82,3234,6,2173,4.03,34384,26.35,41766,32.01,21697,16.63,18175,13.93,8916,6.83,5544,4.25,1980,3493,2.33,18012,12,41523,27.66,87105,58.02,5.1,5.7,4.2,100099,66.67,3364,2.24,12885,8.58,18862,12.56,9892,6.59,5031,3.35,76550,70647,92.29,1672,2.18,756,0.99,343,0.45,935,1.22,2197,2.87,53932,19620,36.38,1471,2.73,9880,18.32,14662,27.19,6337,11.75,1962,3.64,14989,19.58,21442,28.01,33130,43.28,6989,9.13,11747,21.78,15487,28.72,22103,40.98,4595,8.52,26698,49.5,26736,20.49,36929,28.3,55233,42.33,11584,8.88,2628,4.87,121,4.6,186,7.08,1726,65.68,574,39306.89,21,0.8,13223,24.52,889,6.72,813,6.15,8095,61.22,3213,24.3,213,1.61,21157,39.23,627,2.96,676,3.2,6449,30.48,12395,58.59,1010,4.77,16924,31.38,223,1.32,349,2.06,3393,20.05,12146,71.77,813,4.8,6746,12.51,3654,6.78,4494,8.33,6867,12.73,6527,12.1,5684,10.54,8630,16,4213,7.81,3810,7.06,1250,2.32,2057,3.81,864,343,0.45,1355,1.77,11994,15.67,62858,82.11,2628,4.87,13223,24.52,21157,39.23,16924,31.38,148100,167200,118300,87310,40466,2638,68,0,17062,22.29,618,0.81,47,0.06,0,0,58823,76.84,23404,43.4,2020,3.75,21,0.04,0,0,28487,52.82,2801517477,1098130.327
3173,48357,48,TX,Texas,357,Ochiltree,4152,3391,81.67,761,18.33,2483,73.22,478,19.25,719,28.96,306,12.32,396,15.95,344,13.85,240,9.67,908,26.78,287,31.61,246,27.09,79,8.7,95,10.46,76,8.37,125,13.77,765,22.56,965,28.46,385,11.35,491,14.48,420,12.39,365,10.76,1968,34,0.82,99,2.38,1065,25.65,2954,71.15,5.4,5.8,4.7,3041,73.24,39,0.94,193,4.65,114,2.75,110,2.65,655,15.78,2483,2092,84.25,27,1.09,0,0,0,0,8,0.32,356,14.34,908,540,59.47,12,1.32,106,11.67,65,7.16,102,11.23,83,9.14,212,8.54,668,26.9,1300,52.36,303,12.2,92,10.13,162,17.84,565,62.22,89,9.8,654,72.03,304,8.96,830,24.48,1865,55,392,11.56,21,2.31,0,0,0,0,21,100,0,0,0,0,41,4.52,19,46.34,0,0,7,17.07,0,0,15,36.59,432,47.58,0,0,0,0,330,76.39,61,14.12,41,9.49,414,45.59,0,0,0,0,264,63.77,50,12.08,100,24.15,126,13.88,224,24.67,157,17.29,127,13.99,53,5.84,34,3.74,25,2.75,6,0.66,0,0,0,0,156,17.18,609,0,0,0,0,412,16.59,2071,83.41,21,2.31,41,4.52,432,47.58,414,45.59,104300,148100,90300,2535,796,60,0,0,536,21.59,30,1.21,0,0,0,0,1917,77.2,260,28.63,30,3.3,0,0,0,0,618,68.06,3666768406,242296.1406
3182,48359,48,TX,Texas,359,Oldham,794,646,81.36,148,18.64,472,73.07,93,19.7,189,40.04,68,14.41,60,12.71,14,2.97,48,10.17,174,26.93,41,23.56,39,22.41,20,11.49,28,16.09,43,24.71,3,1.72,134,20.74,228,35.29,88,13.62,88,13.62,57,8.82,51,7.89,1963,16,2.02,24,3.02,124,15.62,630,79.35,5.9,6.2,5.3,583,73.43,4,0.5,63,7.93,16,2.02,2,0.25,126,15.87,472,374,79.24,0,0,0,0,0,0,2,0.42,96,20.34,174,109,62.64,4,2.3,50,28.74,11,6.32,0,0,0,0,78,16.53,86,18.22,228,48.31,80,16.95,17,9.77,12,6.9,122,70.11,23,13.22,145,83.33,95,14.71,98,15.17,350,54.18,103,15.94,0,0,0,0,0,0,0,0,0,0,0,0,16,9.2,0,0,0,0,8,50,0,0,8,50,42,24.14,0,0,0,0,18,42.86,10,23.81,14,33.33,116,66.67,0,0,0,0,15,12.93,4,3.45,97,83.62,0,0,28,16.09,7,4.02,2,1.15,4,2.3,0,0,10,5.75,4,2.3,0,0,0,0,119,68.39,549,0,0,7,1.48,51,10.81,414,87.71,0,0,16,9.2,42,24.14,116,66.67,103800,152500,78000,588,54,4,0,0,42,8.9,0,0,0,0,0,0,430,91.1,12,6.9,4,2.3,0,0,0,0,158,90.8,5866395762,315973.4416
3183,48361,48,TX,Texas,361,Orange,37883,31570,83.34,6313,16.66,23449,74.28,4955,21.13,8973,38.27,3687,15.72,3476,14.82,1407,6,951,4.06,8121,25.72,2592,31.92,2189,26.95,1498,18.45,968,11.92,520,6.4,354,4.36,7547,23.91,11162,35.36,5185,16.42,4444,14.08,1927,6.1,1305,4.13,1979,636,1.68,2805,7.4,7633,20.15,26809,70.77,5.6,6,4.6,26024,68.7,424,1.12,1091,2.88,2643,6.98,573,1.51,7128,18.82,23449,18685,79.68,172,0.73,17,0.07,44,0.19,19,0.08,4512,19.24,8121,3669,45.18,172,2.12,891,10.97,1784,21.97,395,4.86,1210,14.9,6095,25.99,6476,27.62,9415,40.15,1463,6.24,1923,23.68,2019,24.86,3629,44.69,550,6.77,4179,51.46,8018,25.4,8495,26.91,13044,41.32,2013,6.38,310,3.82,6,1.94,67,21.61,137,44.19,0,0,100,32.26,1440,17.73,78,5.42,222,15.42,1026,71.25,53,3.68,61,4.24,2614,32.19,56,2.14,237,9.07,1723,65.91,353,13.5,245,9.37,3757,46.26,123,3.27,118,3.14,1221,32.5,1668,44.4,627,16.69,1668,20.54,1228,15.12,981,12.08,1227,15.11,421,5.18,631,7.77,831,10.23,0,0,101,1.24,0,0,1033,12.72,659,151,0.64,733,3.13,3314,14.13,19251,82.1,310,3.82,1440,17.73,2614,32.19,3757,46.26,116100,142400,96100,25565,5500,472,33,0,2797,11.93,275,1.17,33,0.14,0,0,20344,86.76,2703,33.28,197,2.43,0,0,0,0,5221,64.29,1318253644,223709.7858
