OBJECTID_1,GEOID,STATE,STUSAB,STATE_NAME,COUNTY,NAME,B25002EST1,B25002EST2,B25002EST2_PCT,B25002EST3,B25002EST3_PCT,B25009EST2,B25009EST2_PCT,B25009EST3,B25009EST3_PCT,B25009EST4,B25009EST4_PCT,B25009EST5,B25009EST5_PCT,B25009EST6,B25009EST6_PCT,B25009EST7,B25009EST7_PCT,B25009_OWNOCC_6PLUS,B25009_OWN_6PLUS_PCT,B25009EST10,B25009EST10_PCT,B25009EST11,B25009EST11_PCT,B25009EST12,B25009EST12_PCT,B25009EST13,B25009EST13_PCT,B25009EST14,B25009EST14_PCT,B25009EST15,B25009EST15_PCT,B25009_RENTOCC_6PLUS,B25009_RENT_6PLUS_PCT,B25009_TOT_1,B25009_TOT_1_PCT,B25009_TOT_2,B25009_TOT_2_PCT,B25009_TOT_3,B25009_TOT_3_PCT,B25009_TOT_4,B25009_TOT_4_PCT,B25009_TOT_5,B25009_TOT_5_PCT,B25009_TOT_6PLUS,B25009_TOT_6PLUS_PCT,B25037EST3,B25041EST2,B25041EST2_PCT,B25041EST3,B25041EST3_PCT,B25041EST4,B25041EST4_PCT,B25041_3PLUS_BDR,B25041_3PLUS_BDR_PCT,B25021EST1,B25021EST2,B25021EST3,B25024EST2,B25024EST2_PCT,B25024EST3,B25024EST3_PCT,B25024_2TO4,B25024_2TO4_PCT,B25024_5TO19,B25024_5TO19_PCT,B25024_20PLUS,B25024_20PLUS_PCT,B25024_OTHER,B25024_OTHER_PCT,B25032EST2,B25032EST3,B25032EST3_PCT,B25032EST4,B25032EST4_PCT,B25032_OWN_2TO4,B25032_OWN_2TO4_PCT,B25032_OWN_5TO19,B25032_OWN_5TO19_PCT,B25032_OWN_20PLUS,B25032_OWN_20PLUS_PCT,B25032_OWN_OTHER,B25032_OWN_OTHER_PCT,B25032EST13,B25032EST14,B25032EST14_PCT,B25032EST15,B25032EST15_PCT,B25032_RENT_2TO4,B25032_RENT_2TO4_PCT,B25032_RENT_5TO19,B25032_RENT_5TO19_PCT,B25032_RENT_20PLUS,B25032_RENT_20PLUS_PCT,B25032_RENT_OTHER,B25032_RENT_OTHER_PCT,B25036_OWN_2KPLUS,B25036_OWN_2KPLUS_PCT,B25036_OWN_80TO99,B25036_OWN_80TO99_PCT,B25036_OWN_50TO79,B25036_OWN_50TO79_PCT,B25036_OWN_49MINUS,B25036_OWN_49MINUS_PCT,B25036_RENT_2KPLUS,B25036_RENT_2KPLUS_PCT,B25036_RENT_80TO99,B25036_RENT_80TO99_PCT,B25036_RENT_50TO79,B25036_RENT_50TO79_PCT,B25036_RENT_49MINUS,B25036_RENT_49MINUS_PCT,B25036_RENT_80MINUS,B25036_RENT_80MINUS_PCT,B25036_TOT_2KPLUS,B25036_TOT_2KPLUS_PCT,B25036_TOT_80TO99,B25036_TOT_80TO99_PCT,B25036_TOT_50TO79,B25036_TOT_50TO79_PCT,B25036_TOT_49MINUS,B25036_TOT_49MINUS_PCT,B25068EST2,B25068EST2_PCT,B25068EST4,B25068EST4_PCT,B25068_0BDR_200TO499,B25068_0BDR_200TO499_PCT,B25068_0BDR_500TO999,B25068_0BDR_500TO999_PCT,B25068EST9,B25068EST9_PCT,B25068EST10,B25068EST10_PCT,B25068EST11,B25068EST11_PCT,B25068EST13,B25068EST13_PCT,B25068_1BDR_200TO499,B25068_1BDR_200TO499_PCT,B25068_1BDR_500TO999,B25068_1BDR_500TO999_PCT,B25068EST18,B25068EST18_PCT,B25068EST19,B25068EST19_PCT,B25068EST20,B25068EST20_PCT,B25068EST22,B25068EST22_PCT,B25068_2BDR_200TO499,B25068_2BDR_200TO499_PCT,B25068_2BDR_500TO999,B25068_2BDR_500TO999_PCT,B25068EST27,B25068EST27_PCT,B25068EST28,B25068EST28_PCT,B25068EST29,B25068EST29_PCT,B25068EST31,B25068EST31_PCT,B25068_3PLUSBDR_200TO499,B25068_3PLUSBDR_200TO499_PCT,B25068_3PLUSBDR_500TO999,B25068_3PLUSBDR_500TO999_PCT,B25068EST36,B25068EST36_PCT,B25068EST37,B25068EST37_PCT,B25056_500MINUS,B25056_500MINUS_PCT,B25056_500TO599,B25056_500TO599_PCT,B25056_600TO699,B25056_600TO699_PCT,B25056_700TO799,B25056_700TO799_PCT,B25056EST18,B25056EST18_PCT,B25056EST19,B25056EST19_PCT,B25056EST20,B25056EST20_PCT,B25056EST21,B25056EST21_PCT,B25056EST22,B25056EST22_PCT,B25056EST23,B25056EST23_PCT,B25056EST24,B25056EST24_PCT,B25058EST1,B25042EST3,B25042EST3_PCT,B25042EST4,B25042EST4_PCT,B25042EST5,B25042EST5_PCT,B25042_OWN_3PLUS_BDR,B25042_OWN_3PLUS_BDR_PCT,B25042EST10,B25042EST10_PCT,B25042EST11,B25042EST11_PCT,B25042EST12,B25042EST12_PCT,B25042_RENT_3PLUS_BDR,B25042_RENT_3PLUS_BDR_PCT,B25097EST1,B25097EST2,B25097EST3,B25123_TOT,B25123_TOT_1,B25123_TOT_2,B25123_TOT_3,B25123_TOT_4,B25123EST3,B25123EST3_PCT,B25123EST4,B25123EST4_PCT,B25123EST5,B25123EST5_PCT,B25123EST6,B25123EST6_PCT,B25123EST7,B25123EST7_PCT,B25123EST9,B25123EST9_PCT,B25123EST10,B25123EST10_PCT,B25123EST11,B25123EST11_PCT,B25123EST12,B25123EST12_PCT,B25123EST13,B25123EST13_PCT,Shape__Area,Shape__Length
2988,48327,48,TX,Texas,327,Menard,1826,1035,56.68,791,43.32,636,61.45,259,40.72,291,45.75,34,5.35,24,3.77,11,1.73,17,2.67,399,38.55,202,50.63,94,23.56,56,14.04,18,4.51,0,0,29,7.27,461,44.54,385,37.2,90,8.7,42,4.06,11,1.06,46,4.44,1974,77,4.22,409,22.4,422,23.11,918,50.27,5.2,5.6,4.2,1385,75.85,17,0.93,53,2.9,0,0,65,3.56,306,16.76,636,587,92.3,0,0,0,0,0,0,0,0,49,7.7,399,216,54.14,0,0,40,10.03,0,0,65,16.29,78,19.55,69,10.85,115,18.08,255,40.09,197,30.97,26,6.52,110,27.57,159,39.85,104,26.07,263,65.91,95,9.18,225,21.74,414,40,301,29.08,10,2.51,0,0,0,0,10,100,0,0,0,0,114,28.57,26,22.81,33,28.95,46,40.35,0,0,9,7.89,112,28.07,5,4.46,0,0,46,41.07,0,0,61,54.46,163,40.85,0,0,0,0,79,48.47,11,6.75,73,44.79,161,40.35,56,14.04,17,4.26,22,5.51,0,0,0,0,0,0,0,0,0,0,0,0,143,35.84,442,0,0,62,9.75,142,22.33,432,67.92,10,2.51,114,28.57,112,28.07,163,40.85,87300,,101600,775,260,0,0,0,175,27.52,0,0,0,0,0,0,461,72.48,85,21.3,0,0,0,0,0,0,314,78.7,3183342869,238456.9728
2991,48053,48,TX,Texas,53,Burnet,23337,17384,74.49,5953,25.51,13704,78.83,2798,20.42,6410,46.77,1975,14.41,1428,10.42,579,4.23,514,3.75,3680,21.17,1200,32.61,926,25.16,627,17.04,214,5.82,174,4.73,539,14.65,3998,23,7336,42.2,2602,14.97,1642,9.45,753,4.33,1053,6.06,1992,541,2.32,972,4.17,4573,19.6,17251,73.92,5.7,6,4.6,17038,73.01,472,2.02,971,4.16,759,3.25,331,1.42,3766,16.14,13704,11119,81.14,220,1.61,4,0.03,15,0.11,0,0,2346,17.12,3680,1350,36.68,197,5.35,870,23.64,623,16.93,128,3.48,512,13.91,5357,39.09,4415,32.22,3431,25.04,501,3.66,1460,39.67,916,24.89,1152,31.3,152,4.13,1304,35.43,6817,39.21,5331,30.67,4583,26.36,653,3.76,303,8.23,38,12.54,103,33.99,56,18.48,106,10600,0,0,479,13.02,59,12.32,96,20.04,233,48.64,80,16.7,11,2.3,1106,30.05,15,1.36,36,3.25,783,70.8,247,22.33,25,2.26,1792,48.7,0,0,58,3.24,361,20.15,1088,60.71,285,15.9,674,18.32,474,12.88,310,8.42,373,10.14,300,8.15,552,15,388,10.54,153,4.16,43,1.17,92,2.5,321,8.72,751,144,1.05,321,2.34,2110,15.4,11129,81.21,303,8.23,479,13.02,1106,30.05,1792,48.7,203300,228600,186800,12391,4751,226,16,0,2933,21.4,123,0.9,16,0.12,0,0,10632,77.58,1818,49.4,103,2.8,0,0,0,0,1759,47.8,3597481044,297028.7843
2992,48055,48,TX,Texas,55,Caldwell,15269,13774,90.21,1495,9.79,9474,68.78,1956,20.65,3200,33.78,1680,17.73,1404,14.82,466,4.92,768,8.11,4300,31.22,1535,35.7,1248,29.02,485,11.28,509,11.84,357,8.3,166,3.86,3491,25.34,4448,32.29,2165,15.72,1913,13.89,823,5.98,934,6.78,1978,438,2.87,779,5.1,3992,26.14,10060,65.89,5.1,5.4,4.4,9187,60.17,169,1.11,1088,7.13,404,2.65,253,1.66,4168,27.3,9474,6632,70,44,0.46,22,0.23,0,0,0,0,2776,29.3,4300,1657,38.53,125,2.91,881,20.49,357,8.3,253,5.88,1027,23.88,3302,34.85,2879,30.39,2102,22.19,1191,12.57,674,15.67,1284,29.86,1931,44.91,411,9.56,2342,54.47,3976,28.87,4163,30.22,4033,29.28,1602,11.63,143,3.33,21,14.69,44,30.77,57,39.86,21,1106.99,0,0,360,8.37,36,10,51,14.17,168,46.67,61,16.94,44,12.22,1819,42.3,0,0,203,11.16,938,51.57,560,30.79,118,6.49,1978,46,0,0,72,3.64,665,33.62,1029,52.02,212,10.72,831,19.33,428,9.95,449,10.44,512,11.91,588,13.67,418,9.72,484,11.26,67,1.56,120,2.79,29,0.67,374,8.7,759,173,1.83,218,2.3,1603,16.92,7480,78.95,143,3.33,360,8.37,1819,42.3,1978,46,147200,166400,109700,9661,3859,245,9,0,1789,18.88,39,0.41,0,0,0,0,7646,80.71,2070,48.14,206,4.79,9,0.21,0,0,2015,46.86,1887305020,224459.1939
2993,48057,48,TX,Texas,57,Calhoun,12091,8027,66.39,4064,33.61,5917,73.71,1682,28.43,1846,31.2,840,14.2,692,11.7,499,8.43,358,6.05,2110,26.29,516,24.45,748,35.45,501,23.74,189,8.96,138,6.54,18,0.85,2198,27.38,2594,32.32,1341,16.71,881,10.98,637,7.94,376,4.68,1975,330,2.73,1151,9.52,3590,29.69,7020,58.06,5.3,5.6,4.4,8907,73.67,23,0.19,729,6.03,346,2.86,154,1.27,1932,15.98,5917,5027,84.96,0,0,16,0.27,0,0,0,0,874,14.77,2110,1124,53.27,23,1.09,513,24.31,178,8.44,131,6.21,141,6.68,1248,21.09,1453,24.56,2979,50.35,237,4.01,252,11.94,653,30.95,1120,53.08,85,4.03,1205,57.11,1500,18.69,2106,26.24,4099,51.07,322,4.01,93,4.41,0,0,53,56.99,37,39.78,0,0,3,3.23,328,15.55,0,0,0,0,319,97.26,9,2.74,0,0,1038,49.19,0,0,71,6.84,463,44.61,397,38.25,107,10.31,651,30.85,0,0,2,0.31,228,35.02,203,31.18,218,33.49,355,16.82,272,12.89,560,26.54,247,11.71,76,3.6,37,1.75,171,8.1,38,1.8,15,0.71,11,0.52,328,15.55,630,35,0.59,224,3.79,912,15.41,4746,80.21,93,4.41,328,15.55,1038,49.19,651,30.85,117400,140400,106400,5869,1819,339,0,0,1201,20.3,111,1.88,0,0,0,0,4605,77.83,618,29.29,228,10.81,0,0,0,0,1264,59.91,1834286819,1136726.986
2994,48059,48,TX,Texas,59,Callahan,6739,5372,79.72,1367,20.28,4481,83.41,1416,31.6,1718,38.34,739,16.49,339,7.57,162,3.62,107,2.39,891,16.59,257,28.84,228,25.59,115,12.91,166,18.63,84,9.43,41,4.6,1673,31.14,1946,36.22,854,15.9,505,9.4,246,4.58,148,2.76,1977,166,2.46,333,4.94,1933,28.68,4307,63.91,5.7,5.8,4.9,5177,76.82,32,0.47,122,1.81,53,0.79,0,0,1355,20.11,4481,3714,82.88,25,0.56,8,0.18,0,0,0,0,734,16.38,891,492,55.22,7,0.79,114,12.79,53,5.95,0,0,225,25.25,1001,22.34,1120,24.99,1614,36.02,746,16.65,43,4.83,357,40.07,421,47.25,70,7.86,491,55.11,1044,19.43,1477,27.49,2035,37.88,816,15.19,34,3.82,26,76.47,0,0,8,23.53,0,0,0,0,109,12.23,30,27.52,27,24.77,39,35.78,0,0,13,11.93,307,34.46,33,10.75,21,6.84,120,39.09,54,17.59,79,25.73,441,49.49,0,0,12,2.72,257,58.28,130,29.48,42,9.52,334,37.49,192,21.55,128,14.37,32,3.59,22,2.47,0,0,49,5.5,0,0,0,0,0,0,134,15.04,519,70,1.56,168,3.75,993,22.16,3250,72.53,34,3.82,109,12.23,307,34.46,441,49.49,100000,120200,85200,4485,863,24,0,0,711,15.87,15,0.33,0,0,0,0,3755,83.8,152,17.06,9,1.01,0,0,0,0,730,81.93,3276446155,228882.7543
2995,48061,48,TX,Texas,61,Cameron,152544,126968,83.23,25576,16.77,84054,66.2,15398,18.32,23991,28.54,13722,16.33,14873,17.69,8663,10.31,7407,8.81,42914,33.8,10200,23.77,9656,22.5,7530,17.55,7681,17.9,4693,10.94,3154,7.35,25598,20.16,33647,26.5,21252,16.74,22554,17.76,13356,10.52,10561,8.32,1988,4247,2.78,14094,9.24,43627,28.6,90576,59.38,5,5.4,4.1,97791,64.11,4264,2.8,12376,8.11,8771,5.75,11019,7.22,18323,12.01,84054,71530,85.1,1867,2.22,983,1.17,359,0.43,499,0.59,8816,10.49,42914,16848,39.26,1892,4.41,9041,21.07,6499,15.14,5838,13.6,2796,6.52,29236,34.78,28226,33.58,22207,26.42,4385,5.22,12410,28.92,14925,34.78,13226,30.82,2353,5.48,15579,36.3,41646,32.8,43151,33.99,35433,27.91,6738,5.31,2070,4.82,348,16.81,757,36.57,847,40.92,37,3300.19,81,3.91,7016,16.35,1548,22.06,1542,21.98,3299,47.02,281,4.01,346,4.93,18068,42.1,665,3.68,2061,11.41,12359,68.4,1808,10.01,1175,6.5,15760,36.72,437,2.77,816,5.18,7506,47.63,5395,34.23,1606,10.19,14070,32.79,7308,17.03,6535,15.23,4327,10.08,2276,5.3,2053,4.78,1587,3.7,927,2.16,383,0.89,240,0.56,3208,7.48,580,1055,1.26,2730,3.25,15688,18.66,64581,76.83,2070,4.82,7016,16.35,18068,42.1,15760,36.72,89700,115700,72900,81909,40001,4988,60,10,20783,24.73,1528,1.82,9,0.01,0,0,61734,73.45,19218,44.78,3460,8.06,51,0.12,10,0.02,20175,47.01,3063447591,925862.4293
2996,48063,48,TX,Texas,63,Camp,5814,4460,76.71,1354,23.29,3208,71.93,723,22.54,1540,48,403,12.56,350,10.91,91,2.84,101,3.15,1252,28.07,352,28.12,395,31.55,147,11.74,205,16.37,100,7.99,53,4.23,1075,24.1,1935,43.39,550,12.33,555,12.44,191,4.28,154,3.45,1983,96,1.65,274,4.71,1518,26.11,3926,67.53,5.4,5.8,4.7,4199,72.22,107,1.84,318,5.47,82,1.41,63,1.08,1045,17.97,3208,2569,80.08,33,1.03,0,0,0,0,0,0,606,18.89,1252,513,40.97,74,5.91,271,21.65,82,6.55,63,5.03,249,19.89,608,18.95,1290,40.21,1114,34.73,196,6.11,153,12.22,590,47.12,437,34.9,72,5.75,509,40.65,761,17.06,1880,42.15,1551,34.78,268,6.01,66,5.27,0,0,0,0,13,19.7,31,736.36,22,33.33,98,7.83,0,0,73,74.49,14,14.29,11,11.22,0,0,548,43.77,30,5.47,33,6.02,453,82.66,16,2.92,16,2.92,540,43.13,25,4.63,3,0.56,251,46.48,232,42.96,29,5.37,380,30.35,332,26.52,145,11.58,95,7.59,125,9.98,42,3.35,16,1.28,9,0.72,17,1.36,24,1.92,67,5.35,552,10,0.31,60,1.87,557,17.36,2581,80.46,66,5.27,98,7.83,548,43.77,540,43.13,109400,127700,102400,2968,1435,57,0,0,699,21.79,9,0.28,0,0,0,0,2500,77.93,736,58.79,48,3.83,0,0,0,0,468,37.38,749963057.7,168397.7094
2997,48065,48,TX,Texas,65,Carson,2787,2332,83.67,455,16.33,1964,84.22,559,28.46,858,43.69,233,11.86,206,10.49,99,5.04,9,0.46,368,15.78,88,23.91,94,25.54,70,19.02,51,13.86,25,6.79,40,10.87,647,27.74,952,40.82,303,12.99,257,11.02,124,5.32,49,2.1,1958,5,0.18,121,4.34,526,18.87,2135,76.61,5.6,5.7,4.9,2467,88.52,0,0,34,1.22,5,0.18,0,0,281,10.08,1964,1761,89.66,0,0,0,0,0,0,0,0,203,10.34,368,295,80.16,0,0,34,9.24,5,1.36,0,0,34,9.24,213,10.85,292,14.87,818,41.65,641,32.64,44,11.96,28,7.61,174,47.28,122,33.15,296,80.43,257,11.02,320,13.72,992,42.54,763,32.72,5,1.36,0,0,0,0,5,100,0,0,0,0,23,6.25,0,0,13,56.52,10,43.48,0,0,0,0,111,30.16,10,9.01,0,0,86,77.48,0,0,15,13.51,229,62.23,0,0,0,0,67,29.26,73,31.88,89,38.86,42,11.41,52,14.13,50,13.59,52,14.13,30,8.15,0,0,38,10.33,0,0,0,0,0,0,104,28.26,678,0,0,46,2.34,311,15.84,1607,81.82,5,1.36,23,6.25,111,30.16,229,62.23,108700,130900,93100,2059,238,35,0,0,203,10.34,12,0.61,0,0,0,0,1749,89.05,35,9.51,23,6.25,0,0,0,0,310,84.24,3610545300,240277.932
2998,48067,48,TX,Texas,67,Cass,14676,11962,81.51,2714,18.49,9534,79.7,2520,26.43,3461,36.3,1591,16.69,1165,12.22,555,5.82,242,2.54,2428,20.3,701,28.87,624,25.7,503,20.72,266,10.96,191,7.87,143,5.89,3221,26.93,4085,34.15,2094,17.51,1431,11.96,746,6.24,385,3.22,1980,228,1.55,1035,7.05,3943,26.87,9470,64.53,5.5,5.7,4.5,10385,70.76,89,0.61,802,5.46,91,0.62,108,0.74,3201,21.81,9534,7231,75.84,63,0.66,0,0,0,0,0,0,2240,23.49,2428,1213,49.96,26,1.07,609,25.08,77,3.17,108,4.45,395,16.27,1910,20.03,2918,30.61,4012,42.08,694,7.28,316,13.01,902,37.15,1007,41.47,203,8.36,1210,49.84,2226,18.61,3820,31.93,5019,41.96,897,7.5,106,4.37,4,3.77,24,22.64,55,51.89,14,13.21,9,8.49,364,14.99,66,18.13,92,25.27,83,22.8,42,11.54,81,22.25,967,39.83,105,10.86,85,8.79,604,62.46,97,10.03,76,7.86,991,40.82,10,1.01,105,10.6,516,52.07,197,19.88,163,16.45,1062,43.74,445,18.33,204,8.4,272,11.2,78,3.21,16,0.66,0,0,0,0,5,0.21,17,0.7,329,13.55,498,47,0.49,354,3.71,1827,19.16,7306,76.63,106,4.37,364,14.99,967,39.83,991,40.82,91100,110300,84700,9214,2564,172,12,0,1702,17.85,59,0.62,0,0,0,0,7773,81.53,862,35.5,113,4.65,12,0.49,0,0,1441,59.35,3552012077,329041.3516
2999,48129,48,TX,Texas,129,Donley,2150,1344,62.51,806,37.49,980,72.92,274,27.96,488,49.8,100,10.2,47,4.8,37,3.78,34,3.47,364,27.08,156,42.86,86,23.63,67,18.41,47,12.91,8,2.2,0,0,430,31.99,574,42.71,167,12.43,94,6.99,45,3.35,34,2.53,1963,18,0.84,161,7.49,570,26.51,1401,65.16,5.2,5.3,4.8,1634,76,18,0.84,75,3.49,36,1.67,0,0,387,18,980,884,90.2,5,0.51,3,0.31,0,0,0,0,88,8.98,364,232,63.74,13,3.57,62,17.03,16,4.4,0,0,41,11.26,64,6.53,165,16.84,428,43.67,323,32.96,16,4.4,51,14.01,194,53.3,103,28.3,297,81.59,80,5.95,216,16.07,622,46.28,426,31.7,16,4.4,0,0,0,0,16,100,0,0,0,0,23,6.32,4,17.39,16,69.57,3,13.04,0,0,0,0,132,36.26,7,5.3,35,26.52,82,62.12,0,0,8,6.06,193,53.02,13,6.74,15,7.77,98,50.78,6,3.11,61,31.61,161,44.23,42,11.54,57,15.66,10,2.75,3,0.82,16,4.4,0,0,6,1.65,0,0,0,0,69,18.96,447,2,0.2,57,5.82,222,22.65,699,71.33,16,4.4,23,6.32,132,36.26,193,53.02,70200,105900,57900,1061,268,15,0,0,150,15.31,12,1.22,0,0,0,0,818,83.47,118,32.42,3,0.82,0,0,0,0,243,66.76,3606727573,240333.2871
3000,48131,48,TX,Texas,131,Duval,5591,3407,60.94,2184,39.06,2359,69.24,668,28.32,781,33.11,387,16.41,252,10.68,209,8.86,62,2.63,1048,30.76,259,24.71,194,18.51,236,22.52,170,16.22,57,5.44,132,12.6,927,27.21,975,28.62,623,18.29,422,12.39,266,7.81,194,5.69,1974,117,2.09,420,7.51,1383,24.74,3671,65.66,5.2,5.5,4.7,4694,83.96,13,0.23,114,2.04,56,1,32,0.57,682,12.2,2359,2105,89.23,0,0,0,0,0,0,0,0,254,10.77,1048,806,76.91,13,1.24,78,7.44,46,4.39,32,3.05,73,6.97,319,13.52,541,22.93,1036,43.92,463,19.63,130,12.4,334,31.87,383,36.55,201,19.18,584,55.73,449,13.18,875,25.68,1419,41.65,664,19.49,0,0,0,0,0,0,0,0,0,0,0,0,97,9.26,84,86.6,9,9.28,0,0,0,0,4,4.12,347,33.11,82,23.63,20,5.76,204,58.79,0,0,41,11.82,604,57.63,15,2.48,51,8.44,267,44.21,98,16.23,173,28.64,486,46.37,179,17.08,93,8.87,14,1.34,58,5.53,0,0,0,0,0,0,0,0,0,0,218,20.8,410,20,0.85,146,6.19,447,18.95,1746,74.01,0,0,97,9.26,347,33.11,604,57.63,61800,104400,52200,2788,619,0,0,0,341,14.46,0,0,0,0,0,0,2018,85.54,278,26.53,0,0,0,0,0,0,770,73.47,5953244082,331775.0364
3001,48449,48,TX,Texas,449,Titus,12487,11064,88.6,1423,11.4,7525,68.01,1130,15.02,2413,32.07,1453,19.31,1098,14.59,677,9,754,10.02,3539,31.99,1165,32.92,1024,28.93,453,12.8,370,10.45,306,8.65,221,6.24,2295,20.74,3437,31.06,1906,17.23,1468,13.27,983,8.88,975,8.81,1986,431,3.45,936,7.5,3235,25.91,7885,63.15,5.2,5.7,4.3,8423,67.45,86,0.69,754,6.04,890,7.13,199,1.59,2135,17.1,7525,6259,83.18,22,0.29,5,0.07,0,0,0,0,1239,16.47,3539,1366,38.6,64,1.81,670,18.93,777,21.96,179,5.06,483,13.65,1845,24.52,2743,36.45,2583,34.33,354,4.7,835,23.59,1219,34.44,1227,34.67,258,7.29,1485,41.96,2680,24.22,3962,35.81,3810,34.44,612,5.53,279,7.88,13,4.66,34,12.19,187,67.03,39,13.98,6,2.15,552,15.6,146,26.45,158,28.62,232,42.03,7,1.27,9,1.63,1442,40.75,0,0,203,14.08,1041,72.19,60,4.16,138,9.57,1266,35.77,0,0,139,10.98,564,44.55,446,35.23,117,9.24,1461,41.28,569,16.08,449,12.69,362,10.23,169,4.78,109,3.08,72,2.03,25,0.71,14,0.4,39,1.1,270,7.63,533,50,0.66,216,2.87,1419,18.86,5840,77.61,279,7.88,552,15.6,1442,40.75,1266,35.77,99900,123300,87800,7818,2940,306,0,0,1736,23.07,182,2.42,0,0,0,0,5607,74.51,1204,34.02,124,3.5,0,0,0,0,2211,62.48,1579335971,246135.2298
3002,48451,48,TX,Texas,451,Tom Green,48785,42953,88.05,5832,11.95,28175,65.59,6621,23.5,11002,39.05,4249,15.08,3354,11.9,1873,6.65,1076,3.82,14778,34.41,6055,40.97,3727,25.22,2413,16.33,1387,9.39,720,4.87,476,3.22,12676,29.51,14729,34.29,6662,15.51,4741,11.04,2593,6.04,1552,3.61,1978,1140,2.34,5601,11.48,13078,26.81,28966,59.37,5.3,5.7,4.2,35025,71.79,1529,3.13,1922,3.94,2457,5.04,4783,9.8,3069,6.29,28175,25658,91.07,831,2.95,65,0.23,43,0.15,36,0.13,1542,5.47,14778,5882,39.8,544,3.68,1485,10.05,2025,13.7,4041,27.34,801,5.42,5150,18.28,7083,25.14,12723,45.16,3219,11.43,2147,14.53,4398,29.76,7345,49.7,888,6.01,8233,55.71,7297,16.99,11481,26.73,20068,46.72,4107,9.56,743,5.03,64,8.61,143,19.25,320,43.07,161,10807.13,55,7.4,3903,26.41,247,6.33,408,10.45,2870,73.53,360,9.22,18,0.46,4672,31.61,71,1.52,137,2.93,2858,61.17,1347,28.83,259,5.54,5460,36.95,72,1.32,121,2.22,1605,29.4,3146,57.62,516,9.45,2213,14.97,1732,11.72,2254,15.25,2191,14.83,1373,9.29,799,5.41,1492,10.1,1122,7.59,669,4.53,85,0.58,848,5.74,738,97,0.34,611,2.17,5987,21.25,21480,76.24,743,5.03,3903,26.41,4672,31.61,5460,36.95,149700,159900,132000,30931,11634,345,43,0,5425,19.25,71,0.25,28,0.1,0,0,22651,80.39,6209,42.02,274,1.85,15,0.1,0,0,8280,56.03,5494167827,414147.0731
3003,48453,48,TX,Texas,453,Travis,530125,491531,92.72,38594,7.28,260455,52.99,54768,21.03,92319,35.45,44710,17.17,41063,15.77,18208,6.99,9387,3.6,231076,47.01,95463,41.31,75375,32.62,27645,11.96,18397,7.96,8500,3.68,5696,2.46,150231,30.56,167694,34.12,72355,14.72,59460,12.1,26708,5.43,15083,3.07,1992,20350,3.84,102824,19.4,123061,23.21,283890,53.55,5,6.3,3.6,280444,52.9,24648,4.65,33043,6.23,76526,14.44,99206,18.71,16258,3.07,260455,225410,86.54,10986,4.22,3872,1.49,3321,1.28,6055,2.32,10811,4.15,231076,42250,18.28,11659,5.05,26383,11.42,66023,28.57,80329,34.76,4432,1.92,99530,38.21,85841,32.96,62448,23.98,12636,4.85,80628,34.89,85418,36.97,56782,24.57,8248,3.57,65030,28.14,180158,36.65,171259,34.84,119230,24.26,20884,4.25,16059,6.95,609,3.79,746,4.65,4499,28.02,9897,727416.33,308,1.92,84181,36.43,1576,1.87,1132,1.34,18304,21.74,62555,74.31,614,0.73,82188,35.57,1047,1.27,546,0.66,7480,9.1,72002,87.61,1113,1.35,48648,21.05,494,1.02,631,1.3,4462,9.17,41054,84.39,2007,4.13,9373,4.06,3127,1.35,4596,1.99,10150,4.39,18469,7.99,24412,10.56,56349,24.39,39805,17.23,40944,17.72,19809,8.57,4042,1.75,1193,1586,0.61,6633,2.55,29693,11.4,222543,85.44,16059,6.95,84181,36.43,82188,35.57,48648,21.05,347700,349700,343200,322317,159185,9722,184,123,59961,23.02,1447,0.56,19,0.01,0,0,199028,76.42,99224,42.94,8275,3.58,165,0.07,123,0.05,123289,53.35,3575637675,295188.5403
3004,48455,48,TX,Texas,455,Trinity,9079,6105,67.24,2974,32.76,4658,76.3,1010,21.68,2347,50.39,615,13.2,433,9.3,172,3.69,81,1.74,1447,23.7,420,29.03,495,34.21,311,21.49,63,4.35,116,8.02,42,2.9,1430,23.42,2842,46.55,926,15.17,496,8.12,288,4.72,123,2.01,1983,357,3.93,676,7.45,2710,29.85,5336,58.77,5.1,5.3,4.4,5588,61.55,129,1.42,414,4.56,20,0.22,3,0.03,2925,32.22,4658,3256,69.9,68,1.46,0,0,4,0.09,0,0,1330,28.55,1447,554,38.29,22,1.52,358,24.74,16,1.11,3,0.21,494,34.14,1040,22.33,1641,35.23,1600,34.35,377,8.09,124,8.57,699,48.31,443,30.62,181,12.51,624,43.12,1164,19.07,2340,38.33,2043,33.46,558,9.14,38,2.63,0,0,0,0,25,65.79,0,0,13,34.21,218,15.07,33,15.14,37,16.97,148,67.89,0,0,0,0,608,42.02,164,26.97,80,13.16,286,47.04,23,3.78,55,9.05,583,40.29,0,0,22,3.77,336,57.63,75,12.86,150,25.73,601,41.53,272,18.8,258,17.83,65,4.49,31,2.14,0,0,0,0,0,0,0,0,2,0.14,218,15.07,503,79,1.7,126,2.71,1086,23.31,3367,72.28,38,2.63,218,15.07,608,42.02,583,40.29,87500,126800,75800,4601,1369,103,0,32,827,17.75,45,0.97,0,0,0,0,3786,81.28,542,37.46,58,4.01,0,0,32,2.21,815,56.32,2529453950,268545.2799
